Time;X;Y;Z
00:00:00.000000;0.368596725458506;0.156840699880543;-0.903731290843933
00:00:00.000400;0.368807532850819;0.156735296184386;-0.902888061274682
00:00:00.000800;0.369018340243131;0.156735296184386;-0.902150235401588
00:00:00.001199;0.369123743939288;0.156524488792074;-0.901307005832338
00:00:00.001599;0.369229147635444;0.156313681399761;-0.900463776263088
00:00:00.002000;0.369439955027757;0.156313681399761;-0.899936757782307
00:00:00.002400;0.369650762420069;0.155997470311292;-0.899304335605369
00:00:00.002800;0.369966973508538;0.155892066615136;-0.898777317124588
00:00:00.003199;0.37017778090085;0.155681259222823;-0.898039491251494
00:00:00.003599;0.370283184597007;0.155681259222823;-0.897512472770712
00:00:00.004000;0.370599395685476;0.155681259222823;-0.896880050593775
00:00:00.004400;0.370388588293163;0.155470451830511;-0.896880050593775
00:00:00.004800;0.370388588293163;0.155681259222823;-0.896669243201462
00:00:00.005199;0.37017778090085;0.155470451830511;-0.896036821024524
00:00:00.005599;0.369966973508538;0.155259644438198;-0.895826013632212
00:00:00.006000;0.369650762420069;0.155259644438198;-0.895404398847587
00:00:00.006400;0.369439955027757;0.155048837045886;-0.894982784062962
00:00:00.006800;0.369123743939288;0.155048837045886;-0.894350361886024
00:00:00.007199;0.368807532850819;0.154732625957417;-0.893823343405242
00:00:00.007599;0.368596725458506;0.154627222261261;-0.893401728620617
00:00:00.008000;0.368280514370037;0.154416414868948;-0.892980113835992
00:00:00.008400;0.367964303281569;0.154311011172792;-0.892663902747523
00:00:00.008800;0.367964303281569;0.154311011172792;-0.892558499051367
00:00:00.009199;0.367753495889256;0.154205607476636;-0.892347691659054
00:00:00.009599;0.367753495889256;0.154205607476636;-0.892242287962898
00:00:00.010000;0.367542688496943;0.153889396388167;-0.891926076874429
00:00:00.010400;0.367437284800787;0.153573185299698;-0.891820673178273
00:00:00.010800;0.367437284800787;0.153467781603542;-0.891504462089804
00:00:00.011199;0.367331881104631;0.153151570515073;-0.891082847305179
00:00:00.011599;0.367121073712318;0.153151570515073;-0.890872039912867
00:00:00.012000;0.367015670016162;0.152835359426604;-0.890555828824398
00:00:00.012400;0.366910266320006;0.152835359426604;-0.890134214039773
00:00:00.012800;0.366699458927693;0.152624552034291;-0.889712599255148
00:00:00.013199;0.366277844143068;0.152413744641979;-0.889712599255148
00:00:00.013599;0.365856229358443;0.152308340945823;-0.889712599255148
00:00:00.014000;0.365329210877662;0.151992129857354;-0.889712599255148
00:00:00.014400;0.364696788700724;0.151781322465041;-0.889818002951304
00:00:00.014800;0.364064366523786;0.151886726161197;-0.889712599255148
00:00:00.015199;0.363431944346849;0.151781322465041;-0.88992340664746
00:00:00.015599;0.362588714777598;0.151570515072729;-0.890134214039773
00:00:00.016000;0.361850888904504;0.151465111376572;-0.890239617735929
00:00:00.016400;0.361218466727567;0.151359707680416;-0.890239617735929
00:00:00.016800;0.360164429766004;0.151359707680416;-0.890239617735929
00:00:00.017199;0.359215796500597;0.151148900288104;-0.890345021432085
00:00:00.017599;0.358161759539035;0.151148900288104;-0.890345021432085
00:00:00.018000;0.357213126273628;0.151148900288104;-0.890345021432085
00:00:00.018400;0.356159089312065;0.151148900288104;-0.890872039912867
00:00:00.018800;0.355105052350503;0.151148900288104;-0.890977443609023
00:00:00.019199;0.35405101538894;0.151148900288104;-0.891082847305179
00:00:00.019599;0.353102382123533;0.151043496591947;-0.891504462089804
00:00:00.020000;0.352259152554283;0.151043496591947;-0.891715269482117
00:00:00.020400;0.351099711896564;0.150938092895791;-0.892136884266742
00:00:00.020800;0.350256482327314;0.150727285503478;-0.892242287962898
00:00:00.021199;0.349202445365751;0.150621881807322;-0.892663902747523
00:00:00.021599;0.348359215796501;0.150621881807322;-0.893085517532149
00:00:00.022000;0.347726793619563;0.150621881807322;-0.893401728620617
00:00:00.022400;0.346988967746469;0.150727285503478;-0.89361253601293
00:00:00.022800;0.346251141873375;0.150938092895791;-0.893823343405242
00:00:00.023199;0.345513316000281;0.150727285503478;-0.893928747101399
00:00:00.023599;0.3449862975195;0.150621881807322;-0.894350361886024
00:00:00.024000;0.344564682734875;0.150727285503478;-0.894350361886024
00:00:00.024400;0.343826856861781;0.150621881807322;-0.894561169278336
00:00:00.024800;0.343405242077156;0.150727285503478;-0.894771976670649
00:00:00.025199;0.342878223596374;0.150727285503478;-0.894771976670649
00:00:00.025599;0.342456608811749;0.15041107441501;-0.894771976670649
00:00:00.026000;0.34214039772328;0.150305670718853;-0.894666572974493
00:00:00.026400;0.342034994027124;0.150305670718853;-0.894666572974493
00:00:00.026800;0.341402571850186;0.149989459630384;-0.894561169278336
00:00:00.027199;0.34129716815403;0.149989459630384;-0.894350361886024
00:00:00.027599;0.341191764457874;0.149778652238072;-0.894350361886024
00:00:00.028000;0.341191764457874;0.149567844845759;-0.894561169278336
00:00:00.028400;0.341191764457874;0.149462441149603;-0.894350361886024
00:00:00.028800;0.341191764457874;0.149462441149603;-0.894561169278336
